"Title","Sex","Age_Class","Year"
"6145","FemaleJ","Juvenile",2017
"6185","FemaleJ","Adult",2017
"6232","FemaleJ","Adult",2017
"6233","Male","Adult",2017
"6257","Male","Adult",2017
"6300","FemaleJ","Adult",2017
"6301",NA,"Adult",2017
"6302","FemaleJ","Adult",2017
"6303","FemaleJ","Adult",2017
"804","Male","Adult",2017
"89","FemaleJ","Adult",2017
"102","Male","Adult",2019
"1336","FemaleJ","Adult",2019
"162","FemaleJ","Adult",2019
"2048","Male","Adult",2019
"303","FemaleJ","Adult",2019
"409","FemaleJ","Adult",2019
"4103","Male","Adult",2019
"4104","Male","Adult",2019
"4203","FemaleJ","Adult",2019
"45","Male","Adult",2019
"5003","Male","Adult",2019
"5018","Male","Adult",2019
"5019","Male","Adult",2019
"5025","FemaleJ","Adult",2019
"5035","Male","Adult",2019
"5036","Male","Adult",2019
"5059","Male","Adult",2019
"5067","Male","Adult",2019
"5068","Male","Adult",2019
"5078","FemaleJ","Adult",2019
"5080","FemaleJ","Adult",2019
"5092","FemaleJ","Adult",2019
"5109",NA,"Adult",2019
"5111","Male","Adult",2019
"5112","FemaleJ","Adult",2019
"5114","Male","Adult",2019
"5132",NA,"Adult",2019
"5194","Male","Adult",2019
"5206","FemaleJ","Adult",2019
"54","FemaleJ","Adult",2019
"6003","Male","Adult",2019
"6008",NA,"Adult",2019
"6021",NA,"Adult",2019
"6026","FemaleJ","Adult",2019
"6102","Male","Adult",2019
"6104",NA,"Adult",2019
"6105","Male","Adult",2019
"6113","FemaleJ","Adult",2019
"6115","FemaleJ","Adult",2019
"6120","FemaleJ","Adult",2019
"6122","Male","Adult",2019
"6123","Male","Adult",2019
"6129",NA,"Adult",2019
"6130","FemaleJ","Adult",2019
"6139","Male","Adult",2019
"6141","FemaleJ","Adult",2019
"6142",NA,"Adult",2019
"6145","FemaleJ","Adult",2019
"6151",NA,"Adult",2019
"6156","FemaleJ","Adult",2019
"6171","FemaleJ","Adult",2019
"6201","Male","Adult",2019
"6203","FemaleJ","Adult",2019
"6208","FemaleJ","Adult",2019
"6210","Male","Adult",2019
"6211","FemaleJ","Adult",2019
"6215","FemaleJ","Adult",2019
"6224","FemaleJ","Adult",2019
"6227",NA,"Adult",2019
"6231","FemaleJ","Juvenile",2019
"6235",NA,"Adult",2019
"6239","FemaleJ","Adult",2019
"6242","FemaleJ","Adult",2019
"6246","FemaleJ","Adult",2019
"6254","FemaleJ","Adult",2019
"6302","FemaleJ","Adult",2019
"6400",NA,"Adult",2019
"6401",NA,"Juvenile",2019
"6402",NA,"Adult",2019
"6405","FemaleJ","Adult",2019
"6406",NA,"Adult",2019
"6407","FemaleJ","Adult",2019
"6408","FemaleJ","Adult",2019
"6409",NA,"Adult",2019
"6410",NA,"Adult",2019
"6411",NA,"Adult",2019
"6412",NA,"Adult",2019
"6413",NA,"Adult",2019
"6414",NA,"Adult",2019
"6415","FemaleJ","Adult",2019
"6416",NA,"Adult",2019
"6417",NA,"Adult",2019
"6418","FemaleJ","Adult",2019
"6419",NA,"Adult",2019
"6420",NA,"Adult",2019
"6421","Male","Adult",2019
"6423","FemaleJ","Adult",2019
"6425",NA,"Adult",2019
"6426",NA,"Adult",2019
"6427","FemaleJ","Adult",2019
"6428",NA,"Adult",2019
"6429",NA,"Adult",2019
"6431","FemaleJ","Adult",2019
"6432",NA,"Adult",2019
"6433",NA,"Adult",2019
"6435",NA,"Adult",2019
"6436",NA,"Adult",2019
"6437","FemaleJ","Juvenile",2019
"6438",NA,"Adult",2019
"6439","Male","Adult",2019
"6440",NA,"Adult",2019
"6441","FemaleJ","Adult",2019
"6442",NA,"Adult",2019
"6443",NA,"Adult",2019
"6445","FemaleJ","Adult",2019
"6446","FemaleJ","Adult",2019
"6447","FemaleJ","Juvenile",2019
"6448","FemaleJ","Adult",2019
"6449",NA,"Adult",2019
"6450",NA,"Adult",2019
"6451",NA,"Adult",2019
"6453","Male","Adult",2019
"6454","FemaleJ","Adult",2019
"6455",NA,"Adult",2019
"6457",NA,"Adult",2019
"9918","FemaleJ","Adult",2019
"1317",NA,"Adult",2021
"1336","FemaleJ","Adult",2021
"162","FemaleJ","Adult",2021
"3086","FemaleJ","Adult",2021
"409","FemaleJ","Adult",2021
"4103","Male","Adult",2021
"4513","FemaleJ","Adult",2021
"5064","FemaleJ","Adult",2021
"5068","Male","Adult",2021
"5078","FemaleJ","Adult",2021
"5108","FemaleJ","Adult",2021
"5109",NA,"Adult",2021
"5111","Male","Adult",2021
"5114","Male","Adult",2021
"5132",NA,"Adult",2021
"5194","Male","Adult",2021
"5199","FemaleJ","Adult",2021
"54","FemaleJ","Adult",2021
"6021",NA,"Adult",2021
"6022",NA,"Adult",2021
"6026","FemaleJ","Adult",2021
"6102","Male","Adult",2021
"6105","Male","Adult",2021
"6108",NA,"Adult",2021
"6113","FemaleJ","Adult",2021
"6115","FemaleJ","Adult",2021
"6122","Male","Adult",2021
"6130","FemaleJ","Adult",2021
"6134","FemaleJ","Adult",2021
"6138","Male","Adult",2021
"6140","FemaleJ","Adult",2021
"6141","FemaleJ","Adult",2021
"6142",NA,"Adult",2021
"6153",NA,"Adult",2021
"6156","FemaleJ","Adult",2021
"6178","FemaleJ","Adult",2021
"6201","Male","Adult",2021
"6203","FemaleJ","Adult",2021
"6205",NA,"Adult",2021
"6208","FemaleJ","Adult",2021
"6210","Male","Adult",2021
"6231","FemaleJ","Adult",2021
"6237","FemaleJ","Adult",2021
"6239","FemaleJ","Adult",2021
"6246","FemaleJ","Adult",2021
"6256",NA,"Adult",2021
"6400",NA,"Adult",2021
"6401",NA,"Juvenile",2021
"6415","FemaleJ","Adult",2021
"6426",NA,"Adult",2021
"6427","FemaleJ","Adult",2021
"6431","FemaleJ","Adult",2021
"6433",NA,"Adult",2021
"6441","FemaleJ","Adult",2021
"6442",NA,"Adult",2021
"6445","FemaleJ","Adult",2021
"6448","FemaleJ","Adult",2021
"6450",NA,"Adult",2021
"6457",NA,"Adult",2021
"6501",NA,"Adult",2021
"6502","FemaleJ","Adult",2021
"6503","FemaleJ","Adult",2021
"6504",NA,"Adult",2021
"6505",NA,"Adult",2021
"6506","FemaleJ","Calf",2021
"6507",NA,"Adult",2021
"6508","FemaleJ","Juvenile",2021
"6509",NA,"Adult",2021
"6512",NA,"Juvenile",2021
"6513","FemaleJ","Adult",2021
"6514",NA,"Adult",2021
"6515","FemaleJ","Adult",2021
"6516","Male","Adult",2021
"6517","FemaleJ","Juvenile",2021
"6518","FemaleJ","Juvenile",2021
"6519","FemaleJ","Adult",2021
"6521","FemaleJ","Juvenile",2021
"6522","FemaleJ","Calf",2021
"6523",NA,"Adult",2021
"6524",NA,"Adult",2021
"6525","FemaleJ","Adult",2021
"6526","FemaleJ","Juvenile",2021
"6527","FemaleJ","Juvenile",2021
"6528",NA,"Adult",2021
"6529",NA,"Juvenile",2021
"6530",NA,"Adult",2021
"6531","FemaleJ","Adult",2021
"6532","FemaleJ","Juvenile",2021
"6533","FemaleJ","Juvenile",2021
"6534","Male","Adult",2021
"6535","FemaleJ","Juvenile",2021
"6536","Male","Adult",2021
"6537","FemaleJ","Adult",2021
"6538",NA,"Adult",2021
"6539",NA,"Adult",2021
"6540","FemaleJ","Adult",2021
"6541",NA,"Adult",2021
"6542","FemaleJ","Adult",2021
"6543","FemaleJ","Adult",2021
"6544",NA,"Calf",2021
"6545","FemaleJ","Juvenile",2021
"6546",NA,"Calf",2021
"6547",NA,"Juvenile",2021
"6549","FemaleJ","Adult",2021
"6550",NA,"Adult",2021
"6551",NA,"Adult",2021
"6552",NA,"Adult",2021
"6553",NA,"Adult",2021
"6554",NA,"Calf",2021
"6555","FemaleJ","Adult",2021
"6556","Male","Adult",2021
"6560",NA,"Adult",2021
"6561","FemaleJ","Adult",2021
"6563","FemaleJ","Adult",2021
"6564","FemaleJ","Adult",2021
"6565","FemaleJ","Adult",2021
"6566","FemaleJ","Juvenile",2021
"6567",NA,"Adult",2021
"6568","FemaleJ","Adult",2021
"832","FemaleJ","Adult",2021
"89","FemaleJ","Adult",2021
"961","FemaleJ","Adult",2021
"9918","FemaleJ","Adult",2021
"162","FemaleJ","Adult",2023
"1739","Male","Adult",2023
"409","FemaleJ","Adult",2023
"4203","FemaleJ","Adult",2023
"4513","FemaleJ","Adult",2023
"5003","Male","Adult",2023
"5059","Male","Adult",2023
"5064","FemaleJ","Adult",2023
"5067","Male","Adult",2023
"5068","Male","Adult",2023
"5078","FemaleJ","Adult",2023
"5080","FemaleJ","Adult",2023
"5108","FemaleJ","Adult",2023
"5109",NA,"Adult",2023
"5114","Male","Adult",2023
"5127","Male","Adult",2023
"5199","FemaleJ","Adult",2023
"6010",NA,"Juvenile",2023
"6022",NA,"Adult",2023
"6024",NA,"Adult",2023
"6104",NA,"Adult",2023
"6108",NA,"Adult",2023
"6112","Male","Adult",2023
"6115","FemaleJ","Adult",2023
"6140","FemaleJ","Adult",2023
"6141","FemaleJ","Adult",2023
"6145","FemaleJ","Adult",2023
"6153",NA,"Adult",2023
"6178","FemaleJ","Adult",2023
"6182","FemaleJ","Adult",2023
"6201","Male","Adult",2023
"6203","FemaleJ","Adult",2023
"6210","Male","Adult",2023
"6211","FemaleJ","Adult",2023
"6215","FemaleJ","Adult",2023
"6220","Male","Adult",2023
"6235",NA,"Adult",2023
"6246","FemaleJ","Adult",2023
"6254","FemaleJ","Adult",2023
"6302","FemaleJ","Adult",2023
"6400",NA,"Adult",2023
"6415","FemaleJ","Adult",2023
"6417",NA,"Adult",2023
"6421","Male","Adult",2023
"6431","FemaleJ","Adult",2023
"6437","FemaleJ","Adult",2023
"6440",NA,"Adult",2023
"6441","FemaleJ","Adult",2023
"6447","FemaleJ","Adult",2023
"6448","FemaleJ","Adult",2023
"6502","FemaleJ","Adult",2023
"6503","FemaleJ","Adult",2023
"6512",NA,"Adult",2023
"6514",NA,"Adult",2023
"6515","FemaleJ","Adult",2023
"6516","Male","Adult",2023
"6519","FemaleJ","Adult",2023
"6521","FemaleJ","Juvenile",2023
"6526","FemaleJ","Juvenile",2023
"6527","FemaleJ","Adult",2023
"6531","FemaleJ","Adult",2023
"6538",NA,"Adult",2023
"6539",NA,"Adult",2023
"6540","FemaleJ","Adult",2023
"6541",NA,"Adult",2023
"6542","FemaleJ","Adult",2023
"6543","FemaleJ","Adult",2023
"6549","FemaleJ","Adult",2023
"6553",NA,"Adult",2023
"6555","FemaleJ","Adult",2023
"6556","Male","Adult",2023
"6561","FemaleJ","Adult",2023
"6563","FemaleJ","Adult",2023
"6566","FemaleJ","Juvenile",2023
"6600","FemaleJ","Juvenile",2023
"6601","FemaleJ","Adult",2023
"6602","FemaleJ","Adult",2023
"6603","FemaleJ","Adult",2023
"6607",NA,"Adult",2023
"6608",NA,"Adult",2023
"6609","FemaleJ","Adult",2023
"6612",NA,"Adult",2023
"6613","FemaleJ","Juvenile",2023
"6615",NA,"Adult",2023
"6616","FemaleJ","Adult",2023
"6618","FemaleJ","Juvenile",2023
"6620","FemaleJ","Adult",2023
"6623",NA,"Adult",2023
"6626","FemaleJ","Juvenile",2023
"6628",NA,"Adult",2023
"6629","FemaleJ","Adult",2023
"6630","Male","Adult",2023
"6631","Male","Adult",2023
"6640","FemaleJ","Adult",2023
"6642","FemaleJ","Juvenile",2023
"6644","FemaleJ","Juvenile",2023
"6645","FemaleJ","Juvenile",2023
"6646","FemaleJ","Juvenile",2023
"6647",NA,"Adult",2023
"6648",NA,"Adult",2023
"6650",NA,"Adult",2023
"6652",NA,"Adult",2023
"6660",NA,"Adult",2023
"6661",NA,"Adult",2023
"6668",NA,"Adult",2023
"6669",NA,"Adult",2023
"6673","FemaleJ","Adult",2023
"6674",NA,"Juvenile",2023
"6675","FemaleJ","Juvenile",2023
"6678","FemaleJ","Juvenile",2023
"6680",NA,"Adult",2023
"6681",NA,"Adult",2023
"832","FemaleJ","Adult",2023
"961","FemaleJ","Adult",2023
"9918","FemaleJ","Adult",2023
